Round,TrainLoss,TrainAcc,TestLoss,TestAcc
577,1.78064704,0.5560,1.83066655,0.5343
578,1.69805644,0.5770,1.77776290,0.5482
579,1.68330720,0.5610,1.73921400,0.5590
580,1.79895388,0.5140,1.76016172,0.5492
581,1.58019103,0.5890,1.82013093,0.5402
582,1.76750583,0.5420,1.81798585,0.5408
583,1.55666717,0.6000,1.74432373,0.5599
584,1.68087754,0.5690,1.75803837,0.5535
585,1.75590207,0.5530,1.73757851,0.5560
586,1.79430204,0.5410,1.73105814,0.5607
587,1.45465888,0.6170,1.75373072,0.5544
588,1.76348761,0.5220,1.71991272,0.5618
589,1.74699395,0.5400,1.74882727,0.5541
590,1.62327739,0.5810,1.74202413,0.5581
591,1.66028112,0.5800,1.75237349,0.5576
592,1.66042312,0.5730,1.77202717,0.5499
593,1.56813653,0.5750,1.79037298,0.5427
594,1.63867055,0.5790,1.80841002,0.5424
595,1.48170847,0.6200,1.73864125,0.5596
596,1.58313866,0.5990,1.71343479,0.5663
597,1.63295424,0.5710,1.76296491,0.5493
598,1.62726615,0.5630,1.69259601,0.5675
599,1.40302885,0.6500,1.76895645,0.5503
600,1.45971921,0.6080,1.82623067,0.5349
601,1.57011316,0.5770,1.73519024,0.5549
602,1.57117819,0.5820,1.72185746,0.5626
603,1.65968606,0.5480,1.66953798,0.5721
604,1.60121081,0.5820,1.68588357,0.5717
605,1.76284120,0.5580,1.70522877,0.5670
606,1.69333936,0.5610,1.75615070,0.5529
607,1.68821624,0.5640,1.73696246,0.5586
608,1.71993158,0.5670,1.73056453,0.5639
609,1.62474233,0.6020,1.73802515,0.5557
610,1.45879592,0.6190,1.69562908,0.5650
611,1.51963879,0.5940,1.66723156,0.5731
612,1.62615283,0.5800,1.74785127,0.5535
613,1.69766133,0.5590,1.65470120,0.5762
