Round,TrainLoss,TrainAcc,TestLoss,TestAcc
576,0.51974599,0.8442,0.58090440,0.8057
577,0.59281355,0.8176,0.51853736,0.8253
578,0.44166012,0.8656,0.52742086,0.8257
579,0.42966555,0.8687,0.50564481,0.8316
580,0.48619210,0.8493,0.51156017,0.8296
581,0.52564101,0.8447,0.53398865,0.8197
582,0.50831120,0.8491,0.50752236,0.8298
583,0.55239743,0.8188,0.55461513,0.8115
584,0.52973212,0.8284,0.50145139,0.8346
585,0.60425308,0.8164,0.52733580,0.8255
586,0.59267984,0.8173,0.50145455,0.8322
587,0.59320908,0.8304,0.49796556,0.8350
588,0.51027143,0.8414,0.52169035,0.8208
589,0.53672378,0.8360,0.50013959,0.8283
590,0.66611308,0.7993,0.49066150,0.8344
591,0.58762548,0.8248,0.48796436,0.8361
592,0.59412490,0.8106,0.53314894,0.8174
593,0.52928766,0.8298,0.50666323,0.8321
594,0.72723711,0.8000,0.48823240,0.8361
595,0.55977287,0.8305,0.54568706,0.8178
596,0.71650680,0.7889,0.49057873,0.8364
597,0.61020767,0.8188,0.50652623,0.8313
598,0.58625339,0.8157,0.49488102,0.8319
599,0.52265980,0.8454,0.50066666,0.8311
600,0.53516369,0.8411,0.54577762,0.8127
601,0.59684046,0.8161,0.49749093,0.8288
602,0.51716508,0.8389,0.49849592,0.8318
603,0.53131750,0.8255,0.61857188,0.7945
604,0.58254501,0.8214,0.49602379,0.8357
605,0.57305594,0.8304,0.49351602,0.8353
606,0.60875002,0.8178,0.58169235,0.8052
607,0.54997393,0.8338,0.50619136,0.8268
608,0.59808520,0.8090,0.54002591,0.8174
609,0.62757180,0.8139,0.50481902,0.8287
610,0.64754892,0.8011,0.50006166,0.8303
611,0.41892886,0.8629,0.60385393,0.7987
612,0.75569818,0.8038,0.51746010,0.8267
613,0.47743908,0.8453,0.58891082,0.8041
614,0.61026903,0.8114,0.49899173,0.8324
615,0.49214622,0.8567,0.49242975,0.8332
616,0.57861165,0.8263,0.49898543,0.8313
617,0.54265686,0.8274,0.50283144,0.8312
618,0.62480783,0.8153,0.49302492,0.8360
619,0.54171744,0.8446,0.52656833,0.8229
620,0.60030509,0.8183,0.50152943,0.8323
621,0.46947757,0.8593,0.48309225,0.8368
622,0.43990438,0.8624,0.55494511,0.8142
623,0.50191345,0.8406,0.50778160,0.8286
624,0.58138142,0.8228,0.52171418,0.8240
625,0.49356975,0.8500,0.55628896,0.8148
626,0.55147585,0.8268,0.48880234,0.8344
627,0.51770704,0.8348,0.49539596,0.8338
628,0.61086248,0.8191,0.50604188,0.8309
629,0.70599989,0.7978,0.49940440,0.8316
630,0.70175388,0.8034,0.49476859,0.8325
631,0.56582641,0.8263,0.50433662,0.8283
632,0.58850405,0.8308,0.51001259,0.8278
633,0.70159799,0.7941,0.52436438,0.8205
634,0.52291295,0.8371,0.48653271,0.8358
635,0.61466865,0.8198,0.53156772,0.8182
636,0.54000533,0.8381,0.53337750,0.8215
637,0.55049206,0.8285,0.48266300,0.8394
638,0.52196966,0.8417,0.50642056,0.8290
639,0.52069648,0.8331,0.50633907,0.8296
640,0.57137604,0.8266,0.57766365,0.8071
641,0.53751232,0.8228,0.49561481,0.8357
642,0.49830484,0.8446,0.52653094,0.8222
643,0.64813899,0.7899,0.55730628,0.8111
644,0.72722442,0.7945,0.48879271,0.8326
645,0.64318376,0.8020,0.50121853,0.8300
646,0.55527763,0.8242,0.54540148,0.8151
647,0.55288911,0.8248,0.50308496,0.8315
648,0.48318989,0.8435,0.49773608,0.8333
649,0.44006756,0.8626,0.49309354,0.8328
650,0.67343837,0.8102,0.49002338,0.8380
651,0.54670902,0.8371,0.48094837,0.8383
652,0.58205117,0.8216,0.51853806,0.8213
653,0.46784815,0.8525,0.48405007,0.8372
654,0.54760455,0.8372,0.59168022,0.8037
655,0.62340885,0.8158,0.50227374,0.8279
656,0.51244645,0.8412,0.50752479,0.8271
657,0.64495523,0.8031,0.48838261,0.8320
658,0.68891874,0.8000,0.50687645,0.8263
659,0.46562287,0.8496,0.49289951,0.8353
660,0.56920345,0.8229,0.50629300,0.8290
661,0.68818808,0.7878,0.48813435,0.8358
662,0.53704408,0.8395,0.52606662,0.8238
663,0.57932977,0.8289,0.51186293,0.8259
664,0.60437241,0.8092,0.48549166,0.8392
665,0.58926335,0.8211,0.50926791,0.8306
666,0.57428220,0.8317,0.51929842,0.8234
667,0.42174998,0.8627,0.50524765,0.8263
668,0.50350492,0.8452,0.54668515,0.8175
669,0.61635392,0.8162,0.48940346,0.8340
670,0.80446523,0.7758,0.47536892,0.8384
671,0.78358206,0.7732,0.52198323,0.8158
672,0.52568401,0.8372,0.51057811,0.8221
673,0.61171412,0.8111,0.49361605,0.8325
674,0.68376557,0.7796,0.48255528,0.8365
675,0.47102648,0.8569,0.58159876,0.8061
676,0.49708296,0.8401,0.47958739,0.8376
677,0.52990336,0.8433,0.48283558,0.8383
678,0.67148466,0.8003,0.49445734,0.8320
679,0.46002866,0.8635,0.49806591,0.8288
680,0.63013087,0.8094,0.48933153,0.8358
681,0.44952179,0.8549,0.55073391,0.8110
682,0.39866653,0.8775,0.59506142,0.8072
683,0.52386847,0.8588,0.59781857,0.8047
684,0.55900725,0.8317,0.49143203,0.8357
685,0.56158412,0.8342,0.48359710,0.8338
686,0.52574148,0.8431,0.47631299,0.8379
687,0.59695895,0.8219,0.48655743,0.8350
688,0.60842505,0.8175,0.54168097,0.8170
689,0.61321189,0.8191,0.51402389,0.8210
690,0.44980713,0.8589,0.49021160,0.8370
691,0.63537795,0.8130,0.51616690,0.8249
692,0.63918240,0.8101,0.47678866,0.8401
693,0.54558862,0.8362,0.48451790,0.8350
694,0.50204896,0.8339,0.53709349,0.8186
695,0.57209581,0.8231,0.49057479,0.8329
696,0.43082120,0.8637,0.49158251,0.8310
697,0.60189344,0.8037,0.48312436,0.8384
698,0.55304911,0.8341,0.48532787,0.8319
699,0.56069747,0.8235,0.48449625,0.8301
700,0.62244143,0.8093,0.50668727,0.8209
701,0.51126202,0.8510,0.54957706,0.8121
702,0.65146953,0.8248,0.48415588,0.8374
703,0.52379745,0.8364,0.48216994,0.8353
704,0.48960974,0.8509,0.60815929,0.8030
705,0.60177090,0.8196,0.52347482,0.8168
706,0.61258596,0.8161,0.53262264,0.8159
707,0.71354164,0.7847,0.48670603,0.8350
708,0.59927929,0.8292,0.47947893,0.8376
709,0.77458096,0.7688,0.53660822,0.8177
710,0.50280184,0.8504,0.46838187,0.8410
711,0.59887335,0.8195,0.48491820,0.8378
712,0.58198298,0.8277,0.51462199,0.8277
713,0.78966828,0.7893,0.54468672,0.8189
714,0.49735021,0.8520,0.51067814,0.8248
715,0.50295468,0.8428,0.52345051,0.8239
716,0.46683540,0.8488,0.55046142,0.8149
717,0.57149989,0.8288,0.48016248,0.8369
718,0.47957630,0.8608,0.49133203,0.8301
719,0.56449932,0.8068,0.50433870,0.8266
720,0.49945540,0.8463,0.58234169,0.8061
721,0.68326963,0.7994,0.54564203,0.8172
722,0.46935225,0.8525,0.49595564,0.8345
723,0.58035435,0.8285,0.49093345,0.8332
724,0.61971317,0.8336,0.49553030,0.8317
725,0.61579315,0.8045,0.52346800,0.8185
726,0.60319063,0.8068,0.58120757,0.8018
727,0.55791186,0.8196,0.47826186,0.8381
728,0.70133021,0.7999,0.47417906,0.8388
729,0.44708488,0.8602,0.52543030,0.8203
730,0.59520431,0.8293,0.47390000,0.8409
731,0.48867452,0.8480,0.48345654,0.8359
732,0.66730702,0.8156,0.50953688,0.8254
733,0.48089676,0.8438,0.57478525,0.8065
734,0.50393193,0.8474,0.57609269,0.8077
735,0.58388549,0.8280,0.48724966,0.8375
736,0.62114136,0.8112,0.52512111,0.8164
737,0.48466926,0.8625,0.58926801,0.8074
738,0.56050569,0.8330,0.50194519,0.8243
739,0.56228778,0.8185,0.46979246,0.8414
740,0.43602609,0.8583,0.61453390,0.8034
741,0.56662688,0.8249,0.53096300,0.8205
742,0.64722558,0.8068,0.52680529,0.8214
743,0.51279075,0.8453,0.55982834,0.8142
744,0.56592366,0.8309,0.54482761,0.8167
745,0.43504993,0.8728,0.58242812,0.8104
746,0.55068115,0.8253,0.47798333,0.8373
747,0.41769162,0.8715,0.62002144,0.7997
748,0.83121768,0.7673,0.47178984,0.8390
749,0.53703278,0.8354,0.49300462,0.8323
750,0.62856281,0.8118,0.47053366,0.8396
751,0.48558439,0.8515,0.47038639,0.8407
752,0.42122705,0.8683,0.54731265,0.8134
753,0.52252217,0.8309,0.47428387,0.8393
754,0.42456461,0.8589,0.47453522,0.8376
755,0.48528882,0.8497,0.47351307,0.8368
756,0.43199405,0.8571,0.50789606,0.8207
757,0.51574234,0.8341,0.53926450,0.8149
758,0.41180269,0.8743,0.49334434,0.8302
759,0.56392414,0.8269,0.48031675,0.8356
760,0.58538627,0.8218,0.52667542,0.8197
761,0.44721047,0.8763,0.48105039,0.8382
762,0.55031590,0.8199,0.49350793,0.8331
763,0.56567301,0.8326,0.48260804,0.8356
764,0.52044931,0.8371,0.53377741,0.8188
765,0.44441841,0.8630,0.55270782,0.8103
766,0.45910797,0.8573,0.52229314,0.8223
767,0.56401272,0.8209,0.46913311,0.8387
768,0.49321000,0.8541,0.55608234,0.8148
769,0.58587049,0.8237,0.51498205,0.8227
770,0.59199795,0.8299,0.47261479,0.8403
771,0.52326552,0.8390,0.55013580,0.8142
772,0.53666791,0.8360,0.49008128,0.8325
773,0.54682205,0.8302,0.49650986,0.8273
774,0.40795842,0.8694,0.53716462,0.8135
775,0.61819192,0.8328,0.51127788,0.8269
776,0.58354131,0.8343,0.50742719,0.8261
777,0.49117077,0.8385,0.55295331,0.8105
778,0.75053029,0.8073,0.47512975,0.8403
779,0.57667744,0.8294,0.52753313,0.8182
780,0.50623582,0.8377,0.47289727,0.8387
781,0.52992307,0.8429,0.56617867,0.8121
782,0.53789694,0.8362,0.50691515,0.8245
783,0.51855806,0.8227,0.46818467,0.8425
784,0.61177616,0.8228,0.47294946,0.8396
785,0.46334841,0.8550,0.50206832,0.8245
786,0.55606937,0.8400,0.46995241,0.8385
787,0.80359214,0.7804,0.47255090,0.8363
788,0.39267984,0.8819,0.53820074,0.8160
789,0.48675691,0.8512,0.53698260,0.8116
790,0.39472466,0.8705,0.49586881,0.8301
791,0.57931242,0.8331,0.63399668,0.7957
792,0.57791799,0.8195,0.48502770,0.8330
793,0.71814484,0.7840,0.47669596,0.8367
794,0.48337724,0.8695,0.46946486,0.8415
795,0.49391812,0.8487,0.55189524,0.8132
796,0.53921029,0.8416,0.71269062,0.7825
797,0.57678045,0.8452,0.48142310,0.8349
798,0.46649415,0.8619,0.56237651,0.8121
799,0.69061449,0.7982,0.46888501,0.8410
800,0.56406248,0.8195,0.47931918,0.8361
801,0.56338555,0.8263,0.46597419,0.8409
802,0.41844911,0.8705,0.49220560,0.8292
803,0.47369523,0.8572,0.47041701,0.8414
804,0.53313191,0.8408,0.48083915,0.8388
805,0.58212314,0.8319,0.53185064,0.8176
806,0.58060940,0.8180,0.48421209,0.8322
807,0.54799999,0.8300,0.46800511,0.8392
808,0.62167825,0.8210,0.46884799,0.8392
809,0.48427513,0.8519,0.63209532,0.7917
810,0.79436724,0.7864,0.48085286,0.8392
811,0.53424748,0.8341,0.51327579,0.8224
812,0.61270819,0.8279,0.49734369,0.8263
813,0.84128816,0.7844,0.46992736,0.8405
814,0.51200941,0.8415,0.49382569,0.8308
815,0.54228481,0.8396,0.49706542,0.8282
816,0.40600761,0.8730,0.51694953,0.8257
817,0.61135211,0.8143,0.47405409,0.8408
