Round,TrainLoss,TrainAcc,TestLoss,TestAcc
852,0.54534183,0.8379,0.46646420,0.8438
853,0.46817336,0.8653,0.48296027,0.8386
854,0.44994081,0.8521,0.55251230,0.8175
855,0.63114981,0.8157,0.47417449,0.8396
856,0.44471137,0.8632,0.48506194,0.8363
857,0.56371344,0.8407,0.49269703,0.8343
858,0.36913170,0.8846,0.54830047,0.8177
859,0.57096494,0.8162,0.46086651,0.8438
860,0.51592177,0.8341,0.53921879,0.8193
861,0.62856934,0.8067,0.48554623,0.8338
862,0.53194937,0.8475,0.47537297,0.8372
863,0.58128037,0.8221,0.53117489,0.8218
864,0.75849402,0.8140,0.52493000,0.8267
865,0.57661886,0.8173,0.47442409,0.8411
866,0.59732337,0.8169,0.52853428,0.8217
867,0.52918088,0.8296,0.46892239,0.8421
868,0.59556215,0.8182,0.56194030,0.8123
869,0.58419137,0.8311,0.49994836,0.8340
870,0.71002512,0.7961,0.47843166,0.8363
871,0.50804566,0.8474,0.54001525,0.8211
872,0.56728011,0.8297,0.47958683,0.8362
873,0.58062981,0.8203,0.51568835,0.8277
874,0.52523650,0.8340,0.52705044,0.8207
875,0.42390364,0.8612,0.51653414,0.8274
876,0.60610435,0.8108,0.47119179,0.8376
877,0.50893356,0.8425,0.46651759,0.8396
878,0.64800430,0.8199,0.46935637,0.8410
879,0.57272450,0.8276,0.46017623,0.8438
880,0.51492845,0.8517,0.51838773,0.8234
881,0.45392364,0.8608,0.46227421,0.8424
882,0.51182985,0.8425,0.47948074,0.8364
883,0.48816763,0.8670,0.49014376,0.8319
884,0.39877491,0.8827,0.58777730,0.8102
885,0.66380593,0.8119,0.50763012,0.8268
886,0.44081387,0.8649,0.46935180,0.8409
887,0.66334446,0.8008,0.57937420,0.8095
888,0.49765523,0.8498,0.46312092,0.8432
889,0.58980297,0.8347,0.48771443,0.8307
890,0.53600319,0.8266,0.45901972,0.8411
891,0.55120254,0.8247,0.49800132,0.8348
892,0.53182892,0.8423,0.46134500,0.8428
893,0.47038519,0.8546,0.46841838,0.8413
894,0.58286261,0.8254,0.47161851,0.8414
895,0.54153648,0.8369,0.47740717,0.8402
896,0.57310599,0.8351,0.45629102,0.8467
897,0.47006078,0.8590,0.48544290,0.8371
898,0.57236442,0.8285,0.46648959,0.8434
899,0.48095881,0.8521,0.47392645,0.8403
900,0.48573412,0.8534,0.50994274,0.8328
901,0.64573200,0.8059,0.46273610,0.8434
902,0.52273618,0.8542,0.54030240,0.8210
903,0.45840829,0.8511,0.46774850,0.8404
904,0.43882538,0.8696,0.53229741,0.8213
905,0.43905898,0.8587,0.48407953,0.8363
906,0.47958300,0.8402,0.46799915,0.8439
907,0.53851651,0.8319,0.48365720,0.8330
908,0.48534163,0.8458,0.58913594,0.8105
909,0.50175139,0.8461,0.48942589,0.8385
910,0.57362694,0.8300,0.46718516,0.8401
911,0.52386178,0.8322,0.46504202,0.8435
912,0.55438337,0.8353,0.47318175,0.8359
913,0.57067010,0.8232,0.45999699,0.8419
914,0.54025926,0.8374,0.51073188,0.8218
915,0.53237027,0.8447,0.46303543,0.8409
916,0.51932669,0.8351,0.48385833,0.8343
917,0.49892078,0.8387,0.46447466,0.8419
918,0.57005295,0.8258,0.47298335,0.8418
919,0.49540842,0.8554,0.47118554,0.8372
920,0.56475964,0.8329,0.48050372,0.8368
921,0.76676325,0.8103,0.46187390,0.8455
922,0.50923133,0.8460,0.46817320,0.8408
923,0.67231166,0.7968,0.45642072,0.8457
924,0.55513250,0.8525,0.52029575,0.8208
925,0.46163352,0.8639,0.58263298,0.8133
926,0.57568792,0.8439,0.52706758,0.8281
927,0.55714558,0.8302,0.46577722,0.8431
928,0.41464178,0.8697,0.46197695,0.8448
929,0.44057252,0.8652,0.51846618,0.8262
930,0.48280591,0.8527,0.52538100,0.8260
931,0.60898026,0.8160,0.47664626,0.8395
932,0.49130642,0.8483,0.45184234,0.8463
933,0.50918853,0.8377,0.45832377,0.8450
934,0.45586245,0.8615,0.46027226,0.8429
935,0.54304869,0.8399,0.46309266,0.8426
936,0.51050278,0.8352,0.46798513,0.8420
937,0.50189212,0.8373,0.45686168,0.8442
938,0.50257263,0.8407,0.52385861,0.8227
939,0.69493792,0.8094,0.60014815,0.8064
940,0.45808993,0.8707,0.59865787,0.8054
941,0.69242049,0.8061,0.46493284,0.8383
942,0.54808979,0.8286,0.46132564,0.8436
943,0.56030988,0.8307,0.46173663,0.8430
944,0.52257711,0.8375,0.48391408,0.8326
945,0.49031848,0.8461,0.56473828,0.8114
946,0.59879054,0.8237,0.49656659,0.8314
947,0.69903361,0.7929,0.45491517,0.8446
948,0.46528402,0.8513,0.46029745,0.8445
949,0.46228504,0.8617,0.49954347,0.8322
950,0.49550945,0.8514,0.50331338,0.8304
951,0.56225123,0.8409,0.47772395,0.8416
952,0.50340295,0.8528,0.49187450,0.8355
953,0.45060562,0.8657,0.55348816,0.8196
954,0.55511740,0.8232,0.46544151,0.8421
955,0.45809562,0.8557,0.51632758,0.8245
956,0.50102655,0.8449,0.46333477,0.8388
957,0.46258860,0.8518,0.63283748,0.8027
958,0.50491612,0.8432,0.61990367,0.8058
959,0.55629036,0.8314,0.46735238,0.8404
960,0.46797857,0.8571,0.56228937,0.8118
961,0.49933799,0.8413,0.45438253,0.8458
962,0.46176332,0.8587,0.47873176,0.8338
963,0.54651630,0.8322,0.47777277,0.8377
964,0.61786392,0.8215,0.45799848,0.8418
965,0.55192549,0.8428,0.51144834,0.8271
966,0.48451122,0.8432,0.52899592,0.8221
967,0.67895090,0.8031,0.55482931,0.8132
968,0.44350188,0.8721,0.56052507,0.8156
969,0.86261121,0.7980,0.55865845,0.8148
970,0.55647596,0.8261,0.46654448,0.8426
971,0.49854060,0.8451,0.47538370,0.8386
972,0.44180841,0.8702,0.47439845,0.8389
973,0.47094478,0.8509,0.50914377,0.8281
974,0.47254992,0.8597,0.50678742,0.8349
975,0.53531048,0.8327,0.46236922,0.8407
976,0.55747423,0.8319,0.53288075,0.8191
977,0.62043340,0.8112,0.46479468,0.8365
978,0.47195852,0.8496,0.49092100,0.8321
979,0.51972233,0.8359,0.46847795,0.8408
980,0.58140279,0.8281,0.49510468,0.8307
981,0.59975875,0.8114,0.45645815,0.8428
982,0.53388206,0.8468,0.50255377,0.8290
983,0.48903628,0.8425,0.47333026,0.8402
984,0.41459758,0.8680,0.46937076,0.8406
985,0.53101832,0.8431,0.45778157,0.8439
986,0.52121526,0.8408,0.45678317,0.8444
987,0.57030081,0.8330,0.47660171,0.8375
988,0.58983959,0.8242,0.51577940,0.8250
989,0.51163357,0.8409,0.47635675,0.8370
990,0.65654817,0.7962,0.46267602,0.8410
991,0.40797690,0.8688,0.45555481,0.8426
992,0.40765372,0.8668,0.47692648,0.8368
993,0.48215549,0.8498,0.46502669,0.8427
994,0.61776616,0.8230,0.46923034,0.8402
995,0.48643508,0.8593,0.48233754,0.8337
996,0.77191528,0.7877,0.46336556,0.8431
997,0.54628224,0.8344,0.45835947,0.8403
998,0.46140968,0.8582,0.46864220,0.8397
999,0.53393441,0.8358,0.53739801,0.8207
1000,0.67245756,0.8017,0.50282733,0.8209
1001,0.52409138,0.8378,0.46223378,0.8389
1002,0.41344156,0.8606,0.46046055,0.8406
1003,0.69943702,0.7849,0.45321449,0.8455
1004,0.52812655,0.8440,0.45429600,0.8450
1005,0.54852229,0.8248,0.45306659,0.8437
1006,0.58196193,0.8257,0.44941673,0.8464
1007,0.45114769,0.8645,0.45266078,0.8459
1008,0.51488762,0.8518,0.47673864,0.8390
1009,0.67513993,0.8080,0.44690096,0.8471
1010,0.64903232,0.8115,0.47989610,0.8378
1011,0.53141982,0.8465,0.50126408,0.8318
1012,0.41170504,0.8680,0.47383930,0.8419
1013,0.46683057,0.8507,0.45478551,0.8464
1014,0.55734512,0.8312,0.46758600,0.8409
1015,0.43368410,0.8698,0.51315167,0.8264
1016,0.53968718,0.8428,0.49383901,0.8317
1017,0.59627669,0.8262,0.53801311,0.8201
1018,0.61008638,0.8260,0.46093164,0.8412
1019,0.61818379,0.8158,0.48173701,0.8358
1020,0.40080447,0.8799,0.52098387,0.8230
1021,0.55954396,0.8270,0.47293869,0.8350
1022,0.50120650,0.8490,0.46165576,0.8436
1023,0.44935994,0.8670,0.45859674,0.8454
1024,0.41185262,0.8743,0.46046308,0.8418
1025,0.68122959,0.7992,0.45275620,0.8439
1026,0.58702984,0.8207,0.45249654,0.8459
1027,0.53135857,0.8615,0.53639634,0.8197
1028,0.49951939,0.8515,0.45521202,0.8457
1029,0.43481956,0.8668,0.45950761,0.8440
1030,0.60693698,0.8119,0.52884967,0.8187
1031,0.55578005,0.8288,0.47051215,0.8399
1032,0.51255156,0.8572,0.57184291,0.8108
1033,0.51368713,0.8503,0.53270643,0.8194
1034,0.63850759,0.8486,0.64824290,0.7971
1035,0.44896501,0.8623,0.56156450,0.8154
1036,0.43657880,0.8691,0.45311293,0.8481
1037,0.49786144,0.8419,0.45209710,0.8465
1038,0.56021878,0.8277,0.46750964,0.8423
1039,0.42282161,0.8755,0.47626095,0.8364
1040,0.51961597,0.8451,0.62379724,0.8049
1041,0.50404629,0.8426,0.48023300,0.8384
1042,0.48792635,0.8592,0.52346159,0.8245
1043,0.53568410,0.8401,0.48445971,0.8374
1044,0.51511297,0.8380,0.50581363,0.8299
1045,0.53504562,0.8388,0.44691194,0.8470
1046,0.56473065,0.8278,0.47451198,0.8383
1047,0.54779018,0.8380,0.44857823,0.8461
1048,0.53652910,0.8496,0.51791454,0.8233
1049,0.60882643,0.8149,0.46686803,0.8384
1050,0.48701459,0.8587,0.51439273,0.8245
1051,0.52255647,0.8285,0.45489756,0.8452
1052,0.55077016,0.8260,0.48074625,0.8369
1053,0.52066525,0.8528,0.45441042,0.8465
1054,0.48863104,0.8537,0.49561982,0.8366
1055,0.37124060,0.8863,0.46671733,0.8448
1056,0.49116805,0.8471,0.55519418,0.8194
1057,0.56312705,0.8354,0.62774943,0.8009
1058,0.57791548,0.8302,0.45044553,0.8451
1059,0.52927123,0.8315,0.47494324,0.8378
1060,0.49172126,0.8558,0.51335887,0.8248
1061,0.53388822,0.8369,0.44908537,0.8471
1062,0.50945331,0.8566,0.58656231,0.8075
1063,0.45539510,0.8583,0.46619120,0.8396
1064,0.59120984,0.8160,0.47806247,0.8306
1065,0.55488584,0.8308,0.45495306,0.8450
1066,0.42516104,0.8599,0.49020007,0.8324
1067,0.50869048,0.8436,0.48285086,0.8369
1068,0.52192813,0.8411,0.47098282,0.8418
1069,0.48340615,0.8475,0.47794571,0.8393
1070,0.59307512,0.8245,0.46146694,0.8438
1071,0.41714505,0.8713,0.45648935,0.8424
1072,0.40268230,0.8615,0.47666919,0.8368
1073,0.68070839,0.7974,0.44866890,0.8452
1074,0.48972892,0.8513,0.52286485,0.8254
1075,0.53256813,0.8428,0.47177704,0.8397
1076,0.59781723,0.8244,0.57822619,0.8123
1077,0.56750503,0.8205,0.44692117,0.8468
1078,0.51443129,0.8439,0.51535973,0.8215
1079,0.52381741,0.8375,0.46731418,0.8385
1080,0.71325185,0.8151,0.45459786,0.8420
1081,0.52370180,0.8482,0.45723308,0.8421
1082,0.46181201,0.8616,0.46213510,0.8379
1083,0.47511105,0.8642,0.44999954,0.8455
1084,0.35353324,0.8877,0.47606666,0.8353
1085,0.54559248,0.8332,0.46085404,0.8394
1086,0.57644369,0.8206,0.44733266,0.8452
1087,0.42846641,0.8628,0.48062842,0.8372
1088,0.67322738,0.7917,0.45796222,0.8392
1089,0.50187805,0.8563,0.46690895,0.8388
1090,0.57115419,0.8324,0.44603008,0.8470
1091,0.54709057,0.8379,0.60267120,0.8102
1092,0.55800343,0.8331,0.45897992,0.8445
1093,0.42889986,0.8755,0.59271118,0.8123
1094,0.58763399,0.8372,0.46687819,0.8417
1095,0.64819753,0.8331,0.50576866,0.8294
1096,0.57576535,0.8312,0.45316941,0.8436
1097,0.47389645,0.8529,0.46172636,0.8422
1098,0.39560079,0.8699,0.44598602,0.8472
1099,0.48893066,0.8546,0.45027166,0.8450
1100,0.35172780,0.8815,0.47726274,0.8375
1101,0.50007203,0.8437,0.45159021,0.8443
1102,0.58275043,0.8214,0.48146466,0.8392
1103,0.56071812,0.8409,0.45779223,0.8456
1104,0.56938544,0.8203,0.44728821,0.8454
1105,0.59748923,0.8204,0.45618742,0.8452
1106,0.54557290,0.8396,0.45189334,0.8460
1107,0.55392808,0.8364,0.52430525,0.8249
1108,0.53666552,0.8430,0.55905762,0.8155
1109,0.57795732,0.8195,0.44905973,0.8468
1110,0.48428784,0.8425,0.45685435,0.8400
1111,0.43443433,0.8571,0.45054997,0.8459
1112,0.49917135,0.8501,0.46699141,0.8426
1113,0.50462429,0.8520,0.45856868,0.8441
1114,0.52182255,0.8373,0.50335785,0.8295
1115,0.46175229,0.8519,0.48740172,0.8343
1116,0.54231372,0.8354,0.44757393,0.8465
1117,0.49528405,0.8539,0.47469492,0.8352
1118,0.49131519,0.8612,0.54273716,0.8180
1119,0.49284320,0.8561,0.47128093,0.8422
1120,0.47793560,0.8472,0.45064466,0.8474
1121,0.49082936,0.8457,0.53189680,0.8236
1122,0.56470145,0.8297,0.47059085,0.8365
1123,0.59324100,0.8148,0.44900579,0.8465
1124,0.45871565,0.8496,0.45633063,0.8443
1125,0.54296138,0.8367,0.46669936,0.8416
1126,0.53118581,0.8339,0.45254060,0.8460
1127,0.44464698,0.8659,0.46758514,0.8412
1128,0.48418184,0.8443,0.44971927,0.8464
1129,0.48567432,0.8558,0.45293359,0.8449
1130,0.58258894,0.8282,0.46983140,0.8347
1131,0.44638773,0.8550,0.47903828,0.8346
1132,0.62822950,0.8318,0.44675186,0.8458
1133,0.54950063,0.8172,0.45214126,0.8460
1134,0.49870165,0.8578,0.45916164,0.8432
1135,0.46516641,0.8508,0.61205132,0.8071
1136,0.58950020,0.8119,0.45437804,0.8452
1137,0.53864430,0.8327,0.54398751,0.8174
1138,0.48122356,0.8458,0.55600587,0.8205
1139,0.44331299,0.8626,0.44759985,0.8443
1140,0.45729503,0.8565,0.46561604,0.8410
1141,0.44978295,0.8536,0.45004661,0.8439
1142,0.39772515,0.8689,0.48435653,0.8390
1143,0.64422607,0.8158,0.45324850,0.8444
1144,0.50675253,0.8445,0.49215613,0.8337
1145,0.52544436,0.8558,0.44426600,0.8459
1146,0.45027582,0.8568,0.48893876,0.8305
1147,0.51821827,0.8498,0.45932087,0.8409
1148,0.53266542,0.8406,0.52020752,0.8280
1149,0.42679723,0.8695,0.46405028,0.8429
1150,0.45048856,0.8546,0.59761820,0.8096
1151,0.45285882,0.8612,0.54181715,0.8191
1152,0.53768766,0.8360,0.45092996,0.8446
1153,0.53670837,0.8285,0.44969800,0.8458
1154,0.51202017,0.8418,0.48221423,0.8334
1155,0.44594780,0.8522,0.44875940,0.8438
1156,0.44509052,0.8693,0.52670014,0.8206
1157,0.88124006,0.7777,0.45762989,0.8431
1158,0.38301371,0.8832,0.50941498,0.8269
1159,0.59733585,0.8260,0.44402400,0.8450
1160,0.48819181,0.8639,0.44083121,0.8499
1161,0.41705375,0.8655,0.44906302,0.8458
1162,0.49933762,0.8418,0.44959475,0.8468
1163,0.40163246,0.8731,0.53957933,0.8260
1164,0.48399445,0.8453,0.46541493,0.8441
1165,0.44489951,0.8601,0.47760447,0.8358
1166,0.44646501,0.8602,0.48742718,0.8383
1167,0.43593361,0.8667,0.44974743,0.8477
1168,0.62912407,0.8097,0.46102680,0.8424
1169,0.48311075,0.8588,0.50678275,0.8290
1170,0.56198427,0.8403,0.45087512,0.8435
1171,0.51360297,0.8361,0.44619458,0.8458
1172,0.66647102,0.7832,0.55316904,0.8137
1173,0.52212101,0.8350,0.45498772,0.8402
1174,0.51979809,0.8328,0.44578193,0.8463
1175,0.50178777,0.8478,0.44722630,0.8470
1176,0.34200448,0.8903,0.44326020,0.8466
1177,0.41305791,0.8741,0.45116274,0.8452
1178,0.43397533,0.8564,0.55278665,0.8191
1179,0.48355039,0.8614,0.48138890,0.8392
1180,0.60058497,0.8323,0.45513733,0.8451
1181,0.55835277,0.8509,0.47543028,0.8387
1182,0.59937533,0.8246,0.44659980,0.8444
1183,0.52436014,0.8402,0.46139791,0.8364
1184,0.64663289,0.7969,0.45040278,0.8457
1185,0.49352050,0.8392,0.44424707,0.8469
1186,0.46655661,0.8596,0.43817220,0.8488
1187,0.46518866,0.8615,0.44223394,0.8472
1188,0.53211415,0.8352,0.45285035,0.8412
1189,0.49398460,0.8510,0.56859309,0.8150
1190,0.51191672,0.8424,0.46365725,0.8382
1191,0.39856387,0.8677,0.50042711,0.8328
1192,0.50788145,0.8289,0.46901822,0.8413
1193,0.46984822,0.8548,0.44592090,0.8460
1194,0.45665358,0.8587,0.46993011,0.8387
1195,0.51225200,0.8337,0.45690458,0.8418
1196,0.43363947,0.8618,0.54071006,0.8176
1197,0.58391188,0.8243,0.44746414,0.8456
1198,0.45067588,0.8515,0.53633359,0.8207
1199,0.54505116,0.8449,0.44001909,0.8475
1200,0.47466211,0.8513,0.45715752,0.8377
1201,0.47117515,0.8563,0.45505049,0.8470
1202,0.48329152,0.8516,0.46971081,0.8379
1203,0.50505927,0.8577,0.57770034,0.8114
1204,0.57476713,0.8295,0.45792599,0.8371
1205,0.44449658,0.8601,0.52478774,0.8278
1206,0.66542911,0.8017,0.46061992,0.8426
1207,0.51182771,0.8507,0.47450289,0.8397
1208,0.53633514,0.8348,0.45716378,0.8435
1209,0.49299390,0.8450,0.44604254,0.8485
1210,0.49745434,0.8422,0.44506277,0.8480
1211,0.51481829,0.8557,0.44454617,0.8474
1212,0.58229746,0.8235,0.46037372,0.8418
1213,0.42240851,0.8754,0.46433369,0.8350
1214,0.53196540,0.8363,0.46927149,0.8395
1215,0.48068968,0.8617,0.45322711,0.8389
1216,0.44619076,0.8626,0.50659799,0.8308
1217,0.53205532,0.8440,0.44719602,0.8474
1218,0.43023148,0.8673,0.45702274,0.8441
1219,0.68316836,0.8087,0.44338022,0.8500
1220,0.43112123,0.8628,0.57856407,0.8117
1221,0.59992739,0.8194,0.44308747,0.8486
1222,0.48682582,0.8532,0.44813325,0.8494
1223,0.44518565,0.8517,0.49746745,0.8353
1224,0.55314880,0.8250,0.44332114,0.8484
1225,0.40696667,0.8711,0.56014545,0.8177
1226,0.40024279,0.8829,0.50674160,0.8292
1227,0.48915965,0.8482,0.44190998,0.8498
1228,0.45799359,0.8535,0.47886603,0.8364
1229,0.56410853,0.8386,0.45317096,0.8440
1230,0.64331868,0.8147,0.44848601,0.8433
1231,0.42287608,0.8770,0.46167570,0.8411
1232,0.45998776,0.8567,0.46668468,0.8426
1233,0.51138628,0.8426,0.45200252,0.8483
1234,0.47903154,0.8576,0.48953804,0.8373
1235,0.53463327,0.8338,0.52486192,0.8243
1236,0.53050885,0.8439,0.45182122,0.8416
1237,0.42923352,0.8657,0.44473087,0.8493
1238,0.49643707,0.8532,0.48360465,0.8399
1239,0.45261978,0.8676,0.50442944,0.8302
1240,0.48360534,0.8553,0.46130049,0.8432
1241,0.51684296,0.8405,0.55362197,0.8199
1242,0.44529827,0.8619,0.46337484,0.8428
1243,0.36418713,0.8900,0.49716884,0.8297
1244,0.53528535,0.8424,0.44724253,0.8440
1245,0.37944863,0.8736,0.45767842,0.8459
1246,0.50765827,0.8508,0.44923284,0.8456
1247,0.43215337,0.8611,0.52282477,0.8281
1248,0.47690780,0.8587,0.44704751,0.8480
1249,0.53747997,0.8407,0.44184216,0.8486
1250,0.36476802,0.8869,0.48084678,0.8397
1251,0.49016521,0.8544,0.61782028,0.8099
1252,0.65770284,0.8078,0.47058535,0.8393
1253,0.55385613,0.8357,0.53631673,0.8239
1254,0.52429113,0.8351,0.43866036,0.8497
1255,0.36192581,0.8799,0.55211799,0.8212
1256,0.42467093,0.8737,0.46279832,0.8454
1257,0.55826038,0.8362,0.44979323,0.8424
1258,0.46797174,0.8543,0.44874687,0.8474
1259,0.45324648,0.8532,0.47919722,0.8392
1260,0.54852854,0.8311,0.44775003,0.8464
1261,0.54713763,0.8387,0.44186623,0.8496
1262,0.48402572,0.8533,0.52355017,0.8269
1263,0.54189516,0.8408,0.43575442,0.8513
1264,0.43644321,0.8600,0.48943505,0.8373
1265,0.63281557,0.8088,0.45418311,0.8401
1266,0.44076717,0.8631,0.44319653,0.8473
1267,0.37550017,0.8710,0.56558764,0.8175
1268,0.56704697,0.8419,0.58883688,0.8119
1269,0.85089677,0.7827,0.47964030,0.8376
1270,0.54374489,0.8402,0.45887468,0.8399
1271,0.43199428,0.8595,0.54515255,0.8202
1272,0.44449138,0.8663,0.48044223,0.8379
1273,0.36537941,0.8848,0.54765018,0.8198
1274,0.57301113,0.8195,0.44319860,0.8477
1275,0.53063363,0.8389,0.46087027,0.8366
1276,0.47567685,0.8416,0.51741565,0.8231
1277,0.44870702,0.8594,0.52444570,0.8246
1278,0.49186497,0.8559,0.45165414,0.8485
1279,0.35103035,0.8939,0.49566252,0.8356
1280,0.61592739,0.8032,0.47531833,0.8362
1281,0.50708266,0.8521,0.46728865,0.8411
1282,0.46482039,0.8470,0.43738197,0.8509
1283,0.52564752,0.8358,0.43713757,0.8505
1284,0.51006959,0.8427,0.46620386,0.8390
1285,0.48863442,0.8510,0.43896189,0.8490
1286,0.47284663,0.8553,0.43854686,0.8505
1287,0.41911140,0.8725,0.46842356,0.8392
1288,0.44368424,0.8721,0.65150283,0.8022
1289,0.60217630,0.8137,0.44450968,0.8473
1290,0.50116080,0.8554,0.44025785,0.8495
1291,0.51878414,0.8470,0.43513087,0.8501
1292,0.49561322,0.8533,0.50862275,0.8278
1293,0.53505975,0.8396,0.44072361,0.8480
1294,0.47832615,0.8582,0.45791671,0.8465
1295,0.49205011,0.8471,0.44583444,0.8471
1296,0.49325925,0.8471,0.55916548,0.8187
1297,0.49818366,0.8528,0.48430306,0.8362
1298,0.54726990,0.8320,0.45017454,0.8476
1299,0.41828896,0.8741,0.51840680,0.8312
1300,0.60215968,0.8314,0.43953888,0.8484
1301,0.42288033,0.8706,0.44110954,0.8483
1302,0.45938912,0.8637,0.53179743,0.8258
1303,0.56874763,0.8398,0.43960476,0.8511
1304,0.47054999,0.8554,0.49090696,0.8379
1305,0.48579412,0.8480,0.44126430,0.8486
1306,0.45614503,0.8566,0.44650068,0.8446
1307,0.54848323,0.8416,0.43691116,0.8493
1308,0.48459266,0.8481,0.45282575,0.8456
1309,0.50163895,0.8358,0.61897519,0.8104
1310,0.55718519,0.8289,0.45438580,0.8429
1311,0.44456673,0.8618,0.51825679,0.8278
1312,0.39993910,0.8743,0.43780148,0.8503
1313,0.58764203,0.8433,0.45518656,0.8424
1314,0.49177540,0.8580,0.49109619,0.8321
1315,0.43136594,0.8777,0.48034936,0.8339
1316,0.51750603,0.8448,0.44034702,0.8501
1317,0.60809915,0.8273,0.43292345,0.8506
1318,0.43950833,0.8528,0.43882569,0.8483
1319,0.54711430,0.8303,0.43365996,0.8492
1320,0.41189751,0.8759,0.44018086,0.8471
1321,0.49661379,0.8432,0.50217609,0.8249
1322,0.37795031,0.8839,0.54952664,0.8151
1323,0.40459324,0.8716,0.44222501,0.8429
1324,0.42776106,0.8654,0.43886968,0.8484
1325,0.37949008,0.8760,0.45298976,0.8454
1326,0.42950346,0.8652,0.55926356,0.8200
1327,0.43171587,0.8598,0.46594088,0.8434
1328,0.51968382,0.8428,0.43429742,0.8494
1329,0.47865631,0.8495,0.50958097,0.8280
1330,0.52712725,0.8435,0.49792644,0.8335
1331,0.60602906,0.8228,0.46191826,0.8432
1332,0.52518997,0.8404,0.44264487,0.8479
1333,0.59687856,0.8267,0.50785248,0.8298
1334,0.48316421,0.8591,0.44122617,0.8495
1335,0.51456087,0.8421,0.43655053,0.8493
1336,0.50938640,0.8446,0.49455858,0.8320
1337,0.40920222,0.8691,0.45590680,0.8455
1338,0.58009353,0.8107,0.43338475,0.8499
1339,0.42333338,0.8656,0.54887842,0.8214
1340,0.46513392,0.8555,0.46765075,0.8423
1341,0.52095206,0.8432,0.43379949,0.8503
1342,0.41733861,0.8672,0.51295054,0.8277
1343,0.45997470,0.8600,0.45580164,0.8465
1344,0.49657284,0.8426,0.47580961,0.8372
1345,0.47356958,0.8569,0.66476843,0.8050
1346,0.59958710,0.8245,0.43620329,0.8503
1347,0.51508874,0.8396,0.46651948,0.8375
1348,0.66553100,0.8255,0.45315245,0.8436
1349,0.48502926,0.8471,0.48249122,0.8358
1350,0.52103170,0.8315,0.52727834,0.8205
1351,0.47115308,0.8489,0.45961767,0.8352
1352,0.51829158,0.8393,0.43523457,0.8496
1353,0.44548692,0.8683,0.48248118,0.8347
1354,0.54423393,0.8392,0.55359035,0.8152
1355,0.60150351,0.8233,0.44572035,0.8457
1356,0.47272960,0.8627,0.44178899,0.8464
1357,0.48189393,0.8651,0.46182949,0.8358
1358,0.48939792,0.8373,0.44870865,0.8439
1359,0.46288247,0.8545,0.43855215,0.8498
1360,0.49114362,0.8512,0.47592961,0.8373
1361,0.59003357,0.8294,0.44259831,0.8461
1362,0.45000457,0.8625,0.47037777,0.8393
1363,0.50930770,0.8510,0.45620042,0.8426
1364,0.45494886,0.8570,0.49024161,0.8304
1365,0.42106088,0.8678,0.47806482,0.8379
1366,0.57376637,0.8286,0.45892516,0.8445
1367,0.42243882,0.8628,0.57479709,0.8145
1368,0.37408177,0.8827,0.47390026,0.8381
1369,0.53750021,0.8466,0.43493640,0.8512
1370,0.42417822,0.8744,0.45767007,0.8448
1371,0.57957283,0.8247,0.43604131,0.8472
1372,0.50027045,0.8460,0.44023481,0.8489
1373,0.44666396,0.8595,0.50183764,0.8269
1374,0.63250166,0.8145,0.44025469,0.8476
1375,0.59494422,0.8343,0.43262997,0.8512
1376,0.53232588,0.8288,0.47666959,0.8373
1377,0.54510819,0.8370,0.57730351,0.8137
1378,21.93162318,0.6717,1.95125897,0.6511
1379,1.47834696,0.6980,0.68093835,0.8001
1380,0.77708017,0.7924,0.55981221,0.8210
1381,0.67139104,0.8028,0.52781925,0.8240
1382,0.59848038,0.8251,0.50181725,0.8321
1383,0.62819669,0.8282,0.49674329,0.8322
1384,0.53701491,0.8417,0.48703311,0.8343
1385,0.45838419,0.8447,0.52708168,0.8185
1386,0.71576816,0.7908,0.50327316,0.8320
1387,0.59891371,0.8072,0.49491519,0.8320
1388,0.65469009,0.8198,0.47294048,0.8405
1389,0.51031314,0.8427,0.50845713,0.8303
1390,0.58147054,0.8278,0.50014475,0.8320
1391,0.71984723,0.7852,0.46496122,0.8450
1392,0.52145689,0.8539,0.51004921,0.8271
1393,0.53465837,0.8391,0.52866183,0.8189
1394,0.50198696,0.8492,0.46400929,0.8413
1395,0.58024653,0.8269,0.46718258,0.8406
1396,0.51453902,0.8514,0.49874797,0.8299
1397,0.54756681,0.8380,0.51467920,0.8231
1398,0.49625205,0.8466,0.47555959,0.8359
1399,0.45584219,0.8582,0.54629162,0.8164
1400,0.57674737,0.8235,0.46394237,0.8435
1401,0.63777036,0.8153,0.48246310,0.8332
1402,0.48001477,0.8538,0.46787929,0.8426
1403,0.69887914,0.8109,0.45741947,0.8478
1404,0.46133733,0.8678,0.52198667,0.8217
1405,0.65573392,0.8079,0.55663637,0.8112
1406,0.48332372,0.8493,0.48233681,0.8351
1407,0.53298306,0.8372,0.47619404,0.8374
1408,0.61513701,0.8108,0.51782257,0.8187
1409,0.55091096,0.8319,0.48809569,0.8328
1410,0.47659856,0.8496,0.53368184,0.8190
1411,0.52893580,0.8441,0.47472796,0.8382
1412,0.42502482,0.8763,0.46666874,0.8399
1413,0.53978505,0.8339,0.45004248,0.8479
1414,0.52387252,0.8461,0.51711659,0.8255
1415,0.52389586,0.8430,0.52061905,0.8206
