Round,TrainLoss,TrainAcc,TestLoss,TestAcc
270,0.76035072,0.7790,0.74267625,0.7565
271,0.73077163,0.7903,0.59797461,0.8088
272,0.63133899,0.8182,0.61453559,0.8042
273,0.69833973,0.7930,0.60576005,0.8037
274,0.76979598,0.7762,0.61197530,0.7989
275,0.62151254,0.8190,0.60838680,0.8011
276,0.84619885,0.7520,0.61285367,0.7965
277,0.74897965,0.7900,0.59267014,0.8094
278,0.72537952,0.7908,0.59024224,0.8124
279,0.73878581,0.7803,0.62430971,0.7907
280,0.76622709,0.7796,0.68950937,0.7705
281,0.73111818,0.7954,0.65696929,0.7850
282,0.78554892,0.7735,0.64951476,0.7871
283,0.67559381,0.8052,0.60933479,0.7991
284,0.63351950,0.8152,0.59448510,0.8109
285,0.57500226,0.8211,0.62818211,0.7926
286,0.86098556,0.7516,0.62249370,0.7914
287,0.65173583,0.8065,0.61780462,0.7957
288,0.64880491,0.8027,0.61096080,0.7984
289,0.75268578,0.7891,0.66578589,0.7799
290,0.57149552,0.8261,0.63254304,0.7903
291,0.66349359,0.7968,0.59090792,0.8097
292,0.54449995,0.8287,0.66642845,0.7819
293,0.71696929,0.7872,0.64103794,0.7950
294,0.65232505,0.8043,0.59306957,0.8122
295,0.81147117,0.7551,0.58333068,0.8118
296,0.84907720,0.7610,0.57954129,0.8123
297,0.63820878,0.8070,0.59078211,0.8067
298,0.60263762,0.8141,0.60702181,0.8053
299,0.80798773,0.7658,0.60514313,0.8048
300,0.81863451,0.7702,0.60569205,0.8069
301,0.70035363,0.7986,0.59320600,0.8027
302,0.57742379,0.8313,0.63021716,0.7906
303,0.65767366,0.7924,0.62656069,0.7903
304,0.82725701,0.7580,0.59288969,0.8041
305,0.71403286,0.7833,0.64230543,0.7893
306,0.71609337,0.7820,0.62216657,0.7936
307,0.77585162,0.7817,0.66571812,0.7810
308,0.83160320,0.7652,0.58563637,0.8066
309,0.64611628,0.8019,0.57390312,0.8142
310,0.79014131,0.7728,0.60454035,0.7969
311,0.68963237,0.7871,0.57362946,0.8139
312,0.67653489,0.8066,0.65284773,0.7823
313,0.78092475,0.7660,0.59494784,0.8084
314,0.57269510,0.8350,0.60575330,0.8006
315,0.80161675,0.7575,0.59249143,0.8084
316,0.74242771,0.7971,0.59004752,0.8055
317,0.57476834,0.8292,0.58642522,0.8077
318,0.74782102,0.7818,0.57942378,0.8064
319,0.59917431,0.8245,0.68130845,0.7761
320,0.66190748,0.8070,0.62787149,0.7928
321,0.72009362,0.8015,0.63960874,0.7866
322,0.65683277,0.8117,0.58040051,0.8115
323,0.81820449,0.7791,0.62126206,0.7920
324,0.65312749,0.8153,0.63166033,0.7884
325,1.00178737,0.7216,0.58544207,0.8038
326,0.81025553,0.7716,0.59037241,0.8005
327,0.58737547,0.8218,0.56759165,0.8146
328,0.68228016,0.8190,0.56054997,0.8188
329,0.50688455,0.8449,0.56820413,0.8180
330,0.60701633,0.8148,0.62902164,0.8018
331,0.61186362,0.8146,0.58233023,0.8128
332,0.65495329,0.8018,0.59195820,0.8047
333,0.55208982,0.8400,0.66270918,0.7812
334,0.63597496,0.8025,0.56564452,0.8188
335,0.59211634,0.8204,0.61745769,0.7956
336,0.61695774,0.8050,0.56081726,0.8190
337,0.67598270,0.7979,0.56484081,0.8189
338,0.68367315,0.7951,0.56151546,0.8182
339,0.71872882,0.7987,0.56536540,0.8177
340,0.82709404,0.7700,0.55894561,0.8180
341,0.53949035,0.8437,0.58259978,0.8109
342,0.79336865,0.7763,0.59731837,0.8021
343,0.59069655,0.8313,0.70045844,0.7807
344,0.98317142,0.7476,0.62192255,0.7942
345,0.58831481,0.8336,0.72037810,0.7687
346,0.68080764,0.7884,0.57265377,0.8151
347,0.74800295,0.7803,0.56397286,0.8178
348,0.67891110,0.7977,0.57068819,0.8138
349,0.88076640,0.7545,0.63039460,0.7926
350,0.54434941,0.8366,0.60036076,0.8074
351,0.54242952,0.8389,0.57673723,0.8149
352,0.72807292,0.7826,0.55788512,0.8183
353,0.95611250,0.7409,0.56160926,0.8160
354,0.69743602,0.7895,0.56781104,0.8157
355,0.77246253,0.7890,0.56136550,0.8119
356,0.59903916,0.8184,0.66175721,0.7841
357,0.69378993,0.7825,0.56377298,0.8169
358,0.64634709,0.8122,0.62699771,0.7919
359,0.61506614,0.8144,0.63004205,0.7949
360,0.84713335,0.7667,0.63361565,0.7892
361,0.70255943,0.7880,0.55534292,0.8209
362,0.69911614,0.8016,0.55365751,0.8209
363,0.64517210,0.8123,0.54935114,0.8215
364,0.66275076,0.7941,0.63684318,0.7877
365,0.81284828,0.7678,0.60254528,0.7953
366,0.53480095,0.8449,0.58643439,0.8026
367,0.65176047,0.8077,0.55884343,0.8136
368,0.68772256,0.7925,0.54831383,0.8200
369,0.60824594,0.8184,0.55751132,0.8172
370,0.74168623,0.7827,0.54776225,0.8233
371,0.54618836,0.8344,0.55135582,0.8215
372,0.65836889,0.8013,0.54944320,0.8205
373,0.67366189,0.7952,0.57275566,0.8104
374,0.63847635,0.8136,0.58171466,0.8096
375,0.58140896,0.8251,0.58481233,0.8032
376,0.78387636,0.7799,0.54815246,0.8208
377,0.68214984,0.8091,0.55631479,0.8197
378,0.59213695,0.8183,0.54278559,0.8240
379,0.62205745,0.8130,0.54510724,0.8218
380,0.78592102,0.7739,0.54558367,0.8217
381,0.61380209,0.8034,0.53401658,0.8242
382,0.64871415,0.8152,0.55084542,0.8172
383,0.58381975,0.8267,0.63952550,0.7865
384,0.65734416,0.7986,0.57533934,0.8077
385,0.55418857,0.8177,0.57671106,0.8079
386,0.50879857,0.8473,0.62360452,0.7933
387,0.60451984,0.8131,0.54120853,0.8226
388,0.73736618,0.7802,0.55851661,0.8086
389,0.56162422,0.8401,0.54689685,0.8217
390,0.68035510,0.7992,0.56509541,0.8162
391,0.91703473,0.7505,0.55377274,0.8195
392,0.64775413,0.7966,0.55246963,0.8207
393,0.58696269,0.8297,0.53577695,0.8249
394,0.66162243,0.8084,0.55865818,0.8148
395,0.73349711,0.8004,0.54267248,0.8217
396,0.58461703,0.8304,0.58268817,0.8097
397,0.43485382,0.8796,0.61171385,0.7961
398,0.50179340,0.8451,0.60992302,0.7958
399,0.73061525,0.7801,0.68017606,0.7815
400,0.77091819,0.7702,0.61661371,0.7991
401,0.71531744,0.7800,0.61496321,0.7981
402,0.63549857,0.7981,0.54503119,0.8220
403,0.55446165,0.8312,0.54709661,0.8159
404,0.61984960,0.7974,0.55911308,0.8187
405,0.51880914,0.8440,0.53740218,0.8257
406,0.68434469,0.8074,0.54992075,0.8242
407,0.52221622,0.8513,0.54152582,0.8231
408,0.55077944,0.8315,0.55162595,0.8187
409,0.55837854,0.8278,0.53663836,0.8226
410,0.77905318,0.7779,0.55495268,0.8168
411,0.57477344,0.8333,0.59695682,0.7985
412,0.54878621,0.8344,0.53570076,0.8258
413,0.70592096,0.7929,0.55138135,0.8123
414,0.47359667,0.8576,0.57680056,0.8076
415,0.63601154,0.8170,0.55188944,0.8111
416,0.56748913,0.8302,0.54190554,0.8140
417,0.66125176,0.8062,0.53290478,0.8230
418,0.53676337,0.8332,0.53626378,0.8243
419,0.74460881,0.7841,0.53607495,0.8249
420,0.58755305,0.8201,0.55851395,0.8103
421,0.66551911,0.8130,0.60697959,0.7977
422,0.64587673,0.8168,0.64235967,0.7906
423,0.51338615,0.8379,0.61020730,0.7987
424,0.56515183,0.8348,0.58501136,0.8049
425,0.59359717,0.8107,0.54967927,0.8184
426,0.58784707,0.8187,0.54363903,0.8213
427,0.60211441,0.8348,0.54378068,0.8219
428,0.68036717,0.8109,0.53879233,0.8213
429,0.68776871,0.7988,0.52480754,0.8251
430,0.62216477,0.8153,0.53573961,0.8242
431,0.61534103,0.8315,0.52830198,0.8264
432,0.54147424,0.8331,0.57753574,0.8043
433,0.63677353,0.8289,0.55188472,0.8139
434,0.57652477,0.8176,0.52508602,0.8282
435,0.57984863,0.8315,0.56876611,0.8060
436,0.54510823,0.8285,0.55722435,0.8166
437,0.62697561,0.8142,0.53581834,0.8218
438,0.57387178,0.8312,0.53821757,0.8248
439,0.72461312,0.7921,0.54206283,0.8228
440,0.63847925,0.8048,0.58047020,0.8049
441,0.58374039,0.8245,0.55753769,0.8139
442,0.64167980,0.8085,0.52587015,0.8262
443,0.60465496,0.8195,0.54707906,0.8206
444,0.51397558,0.8397,0.54609254,0.8182
445,0.68384800,0.7941,0.55496388,0.8177
446,0.59179207,0.8377,0.52309114,0.8292
447,0.60450798,0.8087,0.52950754,0.8275
448,0.70477331,0.7896,0.53325737,0.8272
449,0.70604909,0.7883,0.52087727,0.8295
450,0.76554995,0.7822,0.52863068,0.8285
451,0.54110197,0.8363,0.55670774,0.8175
452,0.54871017,0.8274,0.53596589,0.8238
453,0.58580842,0.8276,0.63203622,0.7907
454,0.65918169,0.8068,0.62886057,0.7923
455,0.68718082,0.7970,0.54782735,0.8188
456,0.63605269,0.8138,0.56123045,0.8145
457,0.55962135,0.8304,0.52860297,0.8291
458,0.66116684,0.8176,0.53729247,0.8234
459,0.66720591,0.8093,0.53593111,0.8251
460,0.54519705,0.8437,0.56731097,0.8137
461,0.55117449,0.8306,0.52806629,0.8268
462,0.69446633,0.8031,0.52001098,0.8300
463,0.62655950,0.8091,0.55269283,0.8165
464,0.88473363,0.7761,0.53460857,0.8252
465,0.55733806,0.8382,0.56119116,0.8101
466,0.69433414,0.8011,0.54562028,0.8166
467,0.67288355,0.7990,0.52965785,0.8215
468,0.63562364,0.8074,0.55405023,0.8215
469,0.55268838,0.8286,0.52291299,0.8287
470,0.66893686,0.8297,0.55023273,0.8197
471,0.63150278,0.8079,0.53317693,0.8213
472,0.58839432,0.8182,0.52468209,0.8269
473,0.70617703,0.7973,0.55679971,0.8123
474,0.58521445,0.8228,0.52069454,0.8299
475,0.59639860,0.8223,0.52201566,0.8253
476,0.59942885,0.8159,0.55671276,0.8083
477,0.56416367,0.8334,0.61585915,0.7959
478,0.77912954,0.7636,0.53981994,0.8211
479,0.67882511,0.8028,0.52785040,0.8252
480,0.58591337,0.8231,0.53771433,0.8209
481,0.75005893,0.7792,0.56052968,0.8096
482,0.50867615,0.8327,0.53580172,0.8240
483,0.62442046,0.8105,0.52351729,0.8262
484,0.57285064,0.8222,0.57668866,0.8067
485,0.58364523,0.8290,0.53972502,0.8229
486,0.70319318,0.8014,0.51269216,0.8303
487,0.66284911,0.8008,0.60428019,0.7993
488,0.54182011,0.8331,0.52483403,0.8256
489,0.58992494,0.8289,0.51286538,0.8307
490,0.56961195,0.8269,0.52754359,0.8271
491,0.58868984,0.8246,0.52435861,0.8265
492,0.65380243,0.8144,0.53215306,0.8216
493,0.56283926,0.8201,0.52905431,0.8245
494,0.65370243,0.8041,0.60288477,0.7995
495,0.63709786,0.8114,0.56023083,0.8096
496,0.55591798,0.8345,0.56882160,0.8132
497,0.57430751,0.8394,0.59689873,0.8026
498,0.62062461,0.8180,0.63580606,0.7915
499,0.50903790,0.8436,0.51724741,0.8303
500,0.69428212,0.8026,0.54262928,0.8167
501,0.74795030,0.7857,0.53511987,0.8218
502,0.57548464,0.8252,0.51565445,0.8309
503,0.65300486,0.8121,0.51978530,0.8292
504,0.54841027,0.8377,0.57812740,0.8104
505,0.57458791,0.8204,0.53910445,0.8210
506,0.58624361,0.8231,0.65812130,0.7877
507,0.74482914,0.7698,0.52293625,0.8250
508,0.56288196,0.8385,0.56166995,0.8081
509,0.61464293,0.8127,0.55518249,0.8145
510,0.59385405,0.8106,0.51385129,0.8298
511,0.52799799,0.8411,0.52012240,0.8288
512,0.51376183,0.8522,0.53695519,0.8218
513,0.63121435,0.8178,0.52958227,0.8225
514,0.62843655,0.8168,0.55611343,0.8150
515,0.51642545,0.8519,0.51243157,0.8295
516,0.57107444,0.8242,0.51500949,0.8289
517,0.52739066,0.8353,0.56892336,0.8070
518,0.66443773,0.7909,0.60332913,0.7989
519,0.55660983,0.8270,0.58171375,0.8040
520,0.74295418,0.7793,0.58733690,0.8048
521,0.61909721,0.8071,0.53261535,0.8242
522,0.56472205,0.8315,0.56698597,0.8083
523,0.67823201,0.7978,0.51495997,0.8288
524,0.60193734,0.8179,0.50670339,0.8317
525,0.56848068,0.8235,0.51287917,0.8299
526,0.65118742,0.7942,0.50692058,0.8325
527,0.64225758,0.8138,0.51475076,0.8291
528,0.52440541,0.8488,0.65736908,0.7894
529,0.50306181,0.8365,0.53134926,0.8228
530,0.54678153,0.8342,0.54052997,0.8179
531,0.76906660,0.7697,0.50376239,0.8310
532,0.58508020,0.8053,0.57924679,0.8050
533,0.64615688,0.8055,0.50615563,0.8306
534,0.60690588,0.8150,0.51087891,0.8285
535,0.76258306,0.7726,0.51301765,0.8285
536,0.55921001,0.8320,0.55093990,0.8155
537,0.61759041,0.8195,0.50993865,0.8273
538,0.68699039,0.7961,0.51841312,0.8223
539,0.49487475,0.8330,0.52249737,0.8239
540,0.61067627,0.8240,0.54576798,0.8107
541,0.67797096,0.7983,0.50607912,0.8302
542,0.55360765,0.8297,0.54067499,0.8159
543,0.67850160,0.7955,0.51009018,0.8290
544,0.68998250,0.8030,0.50659772,0.8314
545,0.45146086,0.8580,0.50296454,0.8322
546,0.49543559,0.8467,0.59626718,0.8005
547,0.64229580,0.8107,0.51405826,0.8278
548,0.59315233,0.8249,0.51400571,0.8300
549,0.51704407,0.8453,0.56969967,0.8092
550,0.57076801,0.8153,0.58239771,0.8008
551,0.59667491,0.8123,0.50852275,0.8295
552,0.64247532,0.8173,0.50779136,0.8321
553,0.52406094,0.8380,0.50307795,0.8332
554,0.50243865,0.8473,0.61040419,0.7951
555,0.56386567,0.8253,0.51805820,0.8295
556,0.81404733,0.7712,0.50749333,0.8319
557,0.63826051,0.8113,0.50513850,0.8314
558,0.60092166,0.8138,0.51944424,0.8253
559,0.74485169,0.7652,0.49529457,0.8344
560,0.49615877,0.8491,0.49671380,0.8336
561,0.47545742,0.8552,0.49852537,0.8315
562,0.56442456,0.8292,0.50896896,0.8284
563,0.58987167,0.8240,0.50927567,0.8288
564,0.51094507,0.8441,0.56904194,0.8105
565,0.52866203,0.8298,0.51046547,0.8304
566,0.73430537,0.7942,0.55606529,0.8163
567,0.66291637,0.8175,0.49662380,0.8343
568,0.63922490,0.7984,0.50774983,0.8311
569,0.48210722,0.8484,0.52894351,0.8224
570,0.65647105,0.8187,0.56359075,0.8144
571,0.72074739,0.7970,0.54705575,0.8172
572,0.56309760,0.8300,0.55858923,0.8153
573,0.82564876,0.7943,0.51678937,0.8274
574,0.59620655,0.8215,0.55509594,0.8161
575,0.53673608,0.8298,0.50314609,0.8321
576,0.60943170,0.8148,0.56782585,0.8159
577,0.68905029,0.8095,0.51350679,0.8316
578,0.53169136,0.8431,0.53703739,0.8260
579,0.76655262,0.7830,0.53479622,0.8251
580,0.54945143,0.8279,0.52347329,0.8276
581,0.55086793,0.8329,0.54793656,0.8193
582,0.53579624,0.8429,0.51802891,0.8293
583,0.67640815,0.8102,0.56413839,0.8140
584,0.53139681,0.8452,0.50381828,0.8341
585,0.69974118,0.8080,0.50293462,0.8335
586,0.58469033,0.8282,0.53859029,0.8189
587,0.64574647,0.8032,0.50593636,0.8327
588,0.55682259,0.8269,0.57247830,0.8093
589,0.43142655,0.8768,0.57180388,0.8119
590,0.61803310,0.8207,0.50214776,0.8319
591,0.62341097,0.8171,0.54937702,0.8180
592,0.68146281,0.7921,0.50714101,0.8284
593,0.63039878,0.8171,0.50724873,0.8308
594,0.51461522,0.8337,0.50334155,0.8318
595,0.55866592,0.8346,0.50525993,0.8313
596,0.52470227,0.8378,0.57640555,0.8055
597,0.62674733,0.8158,0.51035884,0.8265
598,0.65102136,0.8265,0.54310296,0.8173
599,0.65469180,0.8073,0.49756580,0.8340
600,0.55072473,0.8354,0.59771253,0.8043
601,0.74433246,0.7906,0.49688912,0.8331
602,0.61689678,0.8100,0.50542778,0.8289
603,0.46676548,0.8495,0.55376442,0.8161
604,0.59106003,0.8329,0.51747342,0.8247
605,0.55349255,0.8514,0.53959980,0.8165
606,0.48801172,0.8528,0.59609511,0.8014
607,0.69487233,0.8008,0.49961968,0.8315
608,0.51466044,0.8415,0.49534083,0.8346
609,0.60130576,0.8156,0.52931410,0.8217
610,0.59078284,0.8267,0.50002679,0.8306
611,0.58977247,0.8142,0.50845445,0.8291
612,0.49263068,0.8474,0.54799640,0.8138
613,0.62855403,0.8309,0.50610430,0.8287
614,0.60325646,0.8220,0.51617062,0.8264
615,0.49624151,0.8401,0.49826047,0.8330
616,0.52143315,0.8343,0.49370779,0.8352
617,0.64336205,0.8002,0.49290996,0.8362
618,0.40505614,0.8709,0.60401679,0.8075
619,0.52839589,0.8404,0.50575745,0.8348
620,0.64490039,0.7939,0.53245892,0.8271
621,0.58856462,0.8332,0.54464070,0.8192
622,0.49940478,0.8482,0.54173101,0.8199
623,0.58046669,0.8298,0.51568315,0.8278
624,0.55855172,0.8210,0.50705388,0.8311
625,0.61732602,0.8168,0.58033955,0.8106
626,0.65725707,0.8094,0.49775845,0.8307
627,0.54471525,0.8373,0.51754735,0.8248
628,0.71353997,0.8063,0.55506902,0.8168
629,0.49762455,0.8479,0.49648023,0.8359
630,0.61820456,0.8315,0.53645731,0.8222
631,0.58249205,0.8202,0.51450260,0.8285
632,0.40760301,0.8771,0.53895825,0.8192
633,0.67477159,0.8008,0.52975328,0.8197
634,0.60464378,0.8198,0.54433862,0.8214
635,0.56205728,0.8311,0.50864467,0.8315
636,0.50023991,0.8469,0.53458475,0.8218
637,0.48805420,0.8366,0.51956454,0.8237
638,0.58609177,0.8139,0.49090066,0.8337
639,0.53933296,0.8454,0.59821260,0.8073
640,0.49506443,0.8504,0.56309957,0.8116
641,0.46204268,0.8627,0.56517984,0.8145
642,0.45000899,0.8597,0.64368342,0.7954
643,0.63235330,0.8292,0.59685383,0.8025
644,0.55606018,0.8270,0.57026968,0.8128
645,0.45298886,0.8642,0.55014263,0.8174
646,0.52585860,0.8437,0.50803073,0.8294
647,0.75176754,0.8019,0.49062020,0.8373
648,0.60821676,0.8188,0.54204243,0.8191
649,0.62025194,0.8103,0.51616084,0.8236
650,0.54554657,0.8344,0.58906267,0.8143
651,0.44581101,0.8630,0.54350634,0.8237
652,0.51643299,0.8399,0.58360344,0.8134
653,0.62840775,0.8037,0.55088861,0.8163
654,0.68553840,0.8120,0.50910355,0.8284
655,0.55751667,0.8311,0.49817685,0.8343
656,0.62286879,0.8156,0.52909817,0.8174
657,0.59035356,0.8159,0.48580583,0.8369
658,0.67551715,0.7984,0.48695045,0.8368
659,0.54116220,0.8202,0.52419549,0.8234
660,0.53009409,0.8381,0.52018169,0.8250
661,0.59964473,0.8187,0.56052496,0.8159
662,0.56800376,0.8272,0.49158767,0.8349
663,0.61175430,0.8308,0.52665224,0.8249
664,0.64126257,0.8069,0.49982995,0.8318
665,0.49955289,0.8548,0.61545314,0.8006
666,0.54757884,0.8339,0.58110201,0.8120
667,0.75539892,0.7847,0.52534736,0.8190
668,0.52118842,0.8456,0.50785813,0.8295
669,0.63515395,0.8184,0.49727039,0.8336
670,0.51278128,0.8477,0.49182099,0.8336
671,0.78230323,0.7807,0.48766998,0.8368
672,0.57549370,0.8249,0.62044418,0.8023
673,0.56707116,0.8296,0.53386559,0.8223
674,0.61057980,0.8209,0.48835784,0.8357
675,0.66621270,0.8013,0.50341194,0.8285
676,0.78346201,0.7755,0.48548317,0.8368
677,0.56994827,0.8356,0.48390349,0.8368
678,0.48159390,0.8521,0.48974830,0.8358
679,0.63487040,0.8031,0.48055823,0.8377
680,0.48898469,0.8607,0.52470894,0.8192
681,0.52003242,0.8400,0.50929557,0.8320
682,0.63378521,0.8108,0.50643349,0.8320
683,0.58067092,0.8144,0.49526805,0.8355
684,0.61256004,0.8068,0.60095368,0.8059
685,0.53564106,0.8298,0.48089018,0.8386
686,0.53928963,0.8277,0.49143680,0.8365
687,0.58064609,0.8214,0.48094037,0.8393
688,0.59920571,0.8276,0.47734442,0.8392
689,0.52132321,0.8358,0.47778356,0.8376
690,0.56000669,0.8327,0.52022534,0.8231
691,0.64804498,0.8055,0.56741204,0.8110
692,0.73773132,0.7906,0.48512697,0.8360
693,0.55241483,0.8331,0.49917595,0.8284
694,0.56640540,0.8237,0.60316878,0.8017
695,0.58783061,0.8166,0.47746381,0.8397
696,0.44028680,0.8712,0.54186184,0.8191
697,0.53205328,0.8476,0.47753554,0.8387
698,0.50985718,0.8438,0.52136491,0.8222
699,0.48978805,0.8611,0.53211643,0.8255
700,0.57151785,0.8356,0.51738291,0.8269
701,0.52899692,0.8382,0.47693597,0.8397
702,0.55440660,0.8244,0.48229471,0.8363
703,0.53126589,0.8269,0.49735614,0.8346
704,0.57627494,0.8293,0.48077975,0.8391
705,0.59989214,0.8155,0.53179923,0.8211
706,0.54991216,0.8489,0.48092154,0.8370
707,0.48231506,0.8580,0.59493593,0.8087
708,0.59229580,0.8205,0.52405422,0.8239
709,0.59009627,0.8315,0.54770067,0.8156
710,0.55501474,0.8281,0.48927048,0.8313
711,0.59543402,0.8269,0.49090338,0.8337
712,0.50536875,0.8440,0.49625244,0.8351
713,0.51115186,0.8458,0.50414783,0.8315
714,0.60970959,0.8101,0.48099144,0.8372
715,0.59572101,0.8272,0.48028251,0.8363
716,0.54940913,0.8155,0.47859137,0.8365
717,0.55203483,0.8363,0.59695146,0.7985
718,0.53007084,0.8306,0.48643907,0.8349
719,0.59630410,0.8173,0.48250319,0.8361
720,0.51816983,0.8540,0.47951626,0.8366
721,0.59265087,0.8157,0.48843512,0.8357
722,0.54947455,0.8409,0.53379411,0.8181
723,0.56665203,0.8300,0.54033306,0.8159
724,1.20654535,0.7294,0.51226572,0.8326
725,0.52800514,0.8224,0.48468164,0.8373
726,0.45393768,0.8609,0.50350197,0.8315
727,0.52963570,0.8312,0.48404145,0.8382
728,0.52333121,0.8385,0.48675943,0.8379
729,0.46614574,0.8594,0.60231101,0.8044
730,0.54155876,0.8359,0.54200029,0.8192
731,0.47540341,0.8491,0.47768837,0.8413
732,0.43946175,0.8663,0.55373133,0.8159
733,0.43560489,0.8723,0.60405249,0.8037
734,0.44256035,0.8627,0.54437980,0.8179
735,0.49508427,0.8423,0.50418782,0.8332
736,0.62784782,0.8064,0.50281895,0.8312
737,0.54093595,0.8456,0.47942597,0.8393
738,0.75645072,0.7884,0.49474277,0.8338
739,0.49630234,0.8423,0.56996923,0.8130
740,0.62324125,0.8319,0.50962467,0.8291
741,0.47867636,0.8487,0.49855837,0.8343
742,0.55359809,0.8253,0.50773669,0.8292
743,0.69986812,0.7988,0.48214916,0.8389
744,0.58861715,0.8171,0.47699109,0.8406
745,0.61011145,0.8276,0.47626697,0.8410
746,0.58255276,0.8327,0.48348963,0.8385
747,0.54651833,0.8387,0.50011572,0.8302
748,0.52765609,0.8533,0.49559724,0.8340
749,0.50677490,0.8555,0.50917707,0.8282
750,0.59642521,0.8142,0.56274449,0.8111
751,0.55060414,0.8266,0.55572822,0.8123
752,0.78361134,0.7942,0.53726245,0.8112
753,0.46875932,0.8684,0.65963257,0.7935
754,0.53322687,0.8378,0.47911058,0.8390
755,0.42033479,0.8619,0.54926296,0.8194
756,0.48900841,0.8543,0.47525708,0.8401
757,0.48351606,0.8544,0.56972086,0.8110
758,0.53644975,0.8406,0.61940212,0.8013
759,0.57738803,0.8282,0.48105904,0.8374
760,0.55862418,0.8310,0.48300288,0.8364
761,0.59327946,0.8313,0.49263414,0.8312
762,0.63617279,0.8092,0.55829960,0.8111
763,0.63770914,0.8163,0.49339091,0.8319
764,0.54615013,0.8324,0.48514560,0.8336
765,0.57931760,0.8219,0.57094185,0.8054
766,0.46749656,0.8529,0.57483620,0.8062
767,0.56629813,0.8213,0.48576220,0.8346
768,0.46472724,0.8577,0.55141632,0.8137
769,0.62920406,0.8187,0.47617804,0.8389
770,0.60235688,0.8127,0.49491849,0.8349
771,0.51306192,0.8462,0.49819181,0.8324
772,0.57172311,0.8163,0.55462379,0.8121
773,0.58419008,0.8259,0.50415064,0.8266
774,0.69107990,0.8016,0.48639826,0.8361
775,0.72381022,0.7868,0.48537786,0.8362
776,2.46076114,0.7487,0.55399527,0.8172
777,0.51970679,0.8505,0.49174879,0.8355
778,0.57553318,0.8289,0.51914870,0.8266
779,0.47627472,0.8546,0.49812407,0.8312
780,0.52358727,0.8449,0.57249465,0.8092
781,0.51257470,0.8385,0.57314945,0.8089
782,0.58130092,0.8155,0.47418897,0.8415
783,0.48560592,0.8464,0.48529526,0.8361
784,0.62683269,0.8109,0.58077777,0.8093
785,0.55178386,0.8382,0.47524914,0.8411
786,0.65371132,0.8148,0.47189713,0.8404
787,0.48459314,0.8548,0.49943896,0.8325
788,0.61429970,0.7949,0.48107049,0.8343
789,0.74681848,0.7938,0.58657096,0.8080
790,0.69409022,0.7850,0.48037978,0.8392
791,0.59416129,0.8275,0.54887991,0.8159
792,0.54244618,0.8377,0.49553620,0.8306
793,0.54220918,0.8481,0.48513154,0.8370
794,0.49048749,0.8444,0.49179543,0.8353
795,0.52344493,0.8406,0.51937565,0.8298
796,0.53105362,0.8392,0.57088675,0.8147
797,0.54530753,0.8259,0.47336421,0.8384
798,0.53702955,0.8348,0.51505664,0.8288
799,0.68341439,0.7956,0.51278946,0.8284
800,0.62944960,0.8078,0.47162996,0.8397
801,0.48277883,0.8512,0.50825620,0.8289
802,0.45574134,0.8462,0.50976727,0.8315
803,0.42871335,0.8615,0.52994412,0.8247
804,0.72461720,0.7899,0.47895582,0.8396
805,0.44937978,0.8630,0.48468475,0.8376
806,0.61439232,0.8234,0.47512181,0.8385
807,0.65124368,0.8125,0.56001649,0.8136
808,0.63235809,0.8112,0.49121454,0.8286
809,0.52877883,0.8298,0.48160552,0.8355
810,0.60259423,0.8187,0.54420212,0.8157
811,0.53469039,0.8383,0.47862697,0.8386
812,0.62647335,0.8220,0.47708491,0.8363
813,0.56331537,0.8330,0.52695649,0.8195
814,0.44116849,0.8678,0.50027326,0.8310
815,0.47368066,0.8665,0.53566588,0.8219
816,0.54204581,0.8272,0.57510452,0.8119
817,0.55586957,0.8359,0.50550994,0.8302
818,0.55734893,0.8283,0.56370979,0.8135
819,0.56592250,0.8173,0.49372805,0.8290
820,0.62298159,0.8162,0.47373685,0.8400
821,0.55585611,0.8163,0.53929958,0.8176
822,0.66000986,0.8112,0.47595179,0.8384
823,0.60788011,0.8203,0.46992318,0.8409
824,0.52756712,0.8349,0.49508423,0.8350
825,0.57145086,0.8232,0.53898430,0.8219
826,0.62962911,0.8161,0.47143228,0.8403
827,0.47892463,0.8532,0.47675537,0.8392
828,0.53161315,0.8356,0.48149042,0.8385
829,0.43840333,0.8623,0.53837308,0.8237
830,0.53381477,0.8317,0.54250527,0.8216
831,0.56349791,0.8333,0.55738997,0.8189
832,0.57422605,0.8356,0.54507650,0.8224
833,0.56539351,0.8333,0.59934402,0.8080
834,0.58570647,0.8321,0.48853752,0.8347
835,0.56605446,0.8352,0.46956874,0.8402
836,0.48793347,0.8491,0.56267399,0.8142
837,0.49107959,0.8474,0.48854146,0.8350
838,0.56466089,0.8184,0.47174383,0.8385
839,0.49613986,0.8450,0.46184050,0.8442
840,0.55594598,0.8366,0.57844609,0.8124
841,0.58790795,0.8234,0.46674350,0.8436
842,0.66993526,0.8066,0.48455164,0.8377
843,0.50590863,0.8450,0.53982201,0.8253
844,0.60209771,0.8322,0.48428868,0.8395
845,0.52860619,0.8312,0.65044912,0.7997
846,0.51345272,0.8494,0.49764547,0.8356
847,0.74977685,0.7870,0.47014474,0.8428
848,0.52299338,0.8369,0.47303379,0.8414
849,0.51429123,0.8375,0.50430200,0.8285
850,0.48334698,0.8525,0.49117867,0.8316
851,0.52374984,0.8393,0.48780446,0.8339
